match_id,stage,date,pens,pens_home_score,pens_away_score,team_name_home,team_name_away,team_home_score,team_away_score,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,duels_won_home,duels_won_away,prediction_team_home_win,prediction_draw,prediction_team_away_win,prediction_quantity,location,lineup_home,lineup_away,player_names_home,player_numbers_home,player_names_away,player_numbers_away
16,Matchday 37,27/05/2023,False,False,False,Inter,Atalanta,3,2,0.52,0.48,20,12,11,3,0.59,0.41,0.78,0.04,0.18,69550,Giuseppe Meazza,"[{'player_name': ' Martínez', 'player_number': '10'}, {'player_name': ' Lukaku', 'player_number': '90'}, {'player_name': ' Dimarco', 'player_number': '32'}, {'player_name': ' Calhanoglu', 'player_number': '20'}, {'player_name': ' Brozović', 'player_number': '77'}, {'player_name': ' Barella', 'player_number': '23'}, {'player_name': ' Dumfries', 'player_number': '2'}, {'player_name': ' Bastoni', 'player_number': '95'}, {'player_name': ' Acerbi', 'player_number': '15'}, {'player_name': "" D'Ambrosio"", 'player_number': '33'}, {'player_name': ' Onana', 'player_number': '24'}]","[{'player_name': ' Højlund', 'player_number': '17'}, {'player_name': ' Éderson', 'player_number': '13'}, {'player_name': ' Koopmeiners', 'player_number': '7'}, {'player_name': ' Zappacosta', 'player_number': '77'}, {'player_name': ' Pašalić', 'player_number': '88'}, {'player_name': ' De Roon', 'player_number': '15'}, {'player_name': ' Mæhle', 'player_number': '3'}, {'player_name': ' Scalvini', 'player_number': '42'}, {'player_name': ' Djimsiti', 'player_number': '19'}, {'player_name': ' Tolói', 'player_number': '2'}, {'player_name': ' Sportiello', 'player_number': '57'}]","['Martínez', 'Lukaku', 'Dimarco', 'Calhanoglu', 'Brozović', 'Barella', 'Dumfries', 'Bastoni', 'Acerbi', ""D'Ambrosio"", 'Onana']","['10', '90', '32', '20', '77', '23', '2', '95', '15', '33', '24']","['Højlund', 'Éderson', 'Koopmeiners', 'Zappacosta', 'Pašalić', 'De Roon', 'Mæhle', 'Scalvini', 'Djimsiti', 'Tolói', 'Sportiello']","['17', '13', '7', '77', '88', '15', '3', '42', '19', '2', '57']"
17,Matchday 37,27/05/2023,False,False,False,Fiorentina,Roma,2,1,0.66,0.34,15,8,6,4,0.57,0.43,0.24,0.05,0.71,43291,Artemio Franchi,"[{'player_name': ' Jović', 'player_number': '7'}, {'player_name': ' Saponara', 'player_number': '8'}, {'player_name': ' Barák', 'player_number': '72'}, {'player_name': ' Ikoné', 'player_number': '11'}, {'player_name': ' Mandragora', 'player_number': '38'}, {'player_name': ' Duncan', 'player_number': '32'}, {'player_name': ' Biraghi', 'player_number': '3'}, {'player_name': ' Igor', 'player_number': '98'}, {'player_name': ' Martínez Quarta', 'player_number': '28'}, {'player_name': ' Venuti', 'player_number': '23'}, {'player_name': ' Cerofolini', 'player_number': '31'}]","[{'player_name': ' Belotti', 'player_number': '11'}, {'player_name': ' El Shaarawy', 'player_number': '92'}, {'player_name': ' Wijnaldum', 'player_number': '25'}, {'player_name': ' Bove', 'player_number': '52'}, {'player_name': ' Solbakken', 'player_number': '18'}, {'player_name': ' Tahirovic', 'player_number': '68'}, {'player_name': ' Zalewski', 'player_number': '59'}, {'player_name': ' Llorente', 'player_number': '14'}, {'player_name': ' Smalling', 'player_number': '6'}, {'player_name': ' Missori', 'player_number': '58'}, {'player_name': ' Svilar', 'player_number': '99'}]","['Jović', 'Saponara', 'Barák', 'Ikoné', 'Mandragora', 'Duncan', 'Biraghi', 'Igor', 'Martínez Quarta', 'Venuti', 'Cerofolini']","['7', '8', '72', '11', '38', '32', '3', '98', '28', '23', '31']","['Belotti', 'El Shaarawy', 'Wijnaldum', 'Bove', 'Solbakken', 'Tahirovic', 'Zalewski', 'Llorente', 'Smalling', 'Missori', 'Svilar']","['11', '92', '25', '52', '18', '68', '59', '14', '6', '58', '99']"
18,Matchday 37,27/05/2023,False,False,False,Salernitana,Udinese,3,2,0.48,0.52,11,10,3,4,0.53,0.47,0.49,0.08,0.43,12325,Arechi,"[{'player_name': ' Piątek', 'player_number': '99'}, {'player_name': ' Botheim', 'player_number': '11'}, {'player_name': ' Candreva', 'player_number': '87'}, {'player_name': ' Mazzocchi', 'player_number': '30'}, {'player_name': ' Coulibaly', 'player_number': '18'}, {'player_name': ' Vilhena', 'player_number': '10'}, {'player_name': ' Kastanos', 'player_number': '20'}, {'player_name': ' Pirola', 'player_number': '98'}, {'player_name': ' Troost-Ekong', 'player_number': '15'}, {'player_name': ' Bronn', 'player_number': '2'}, {'player_name': ' Fiorillo', 'player_number': '1'}]","[{'player_name': ' Nestorovski', 'player_number': '30'}, {'player_name': ' Thauvin', 'player_number': '26'}, {'player_name': ' Zeegelaar', 'player_number': '8'}, {'player_name': ' Lovric', 'player_number': '4'}, {'player_name': ' Walace', 'player_number': '11'}, {'player_name': ' Samardzic', 'player_number': '24'}, {'player_name': ' Pereyra', 'player_number': '37'}, {'player_name': ' Masina', 'player_number': '3'}, {'player_name': ' Bijol', 'player_number': '29'}, {'player_name': ' Pérez', 'player_number': '18'}, {'player_name': ' Silvestri', 'player_number': '1'}]","['Piątek', 'Botheim', 'Candreva', 'Mazzocchi', 'Coulibaly', 'Vilhena', 'Kastanos', 'Pirola', 'Troost-Ekong', 'Bronn', 'Fiorillo']","['99', '11', '87', '30', '18', '10', '20', '98', '15', '2', '1']","['Nestorovski', 'Thauvin', 'Zeegelaar', 'Lovric', 'Walace', 'Samardzic', 'Pereyra', 'Masina', 'Bijol', 'Pérez', 'Silvestri']","['30', '26', '8', '4', '11', '24', '37', '3', '29', '18', '1']"
19,Matchday 37,27/05/2023,False,False,False,Spezia,Torino,0,4,0.49,0.51,9,11,1,4,0.39,0.61,0.24,0.06,0.7,12379,Alberto Picco,"[{'player_name': ' Gyasi', 'player_number': '11'}, {'player_name': ' Nzola', 'player_number': '18'}, {'player_name': ' Reca', 'player_number': '13'}, {'player_name': ' Ekdal', 'player_number': '8'}, {'player_name': ' Esposito', 'player_number': '25'}, {'player_name': ' Bourabia', 'player_number': '6'}, {'player_name': ' Amian', 'player_number': '27'}, {'player_name': ' Nikolaou', 'player_number': '43'}, {'player_name': ' Ampadu', 'player_number': '4'}, {'player_name': ' Wisniewski', 'player_number': '55'}, {'player_name': ' Drągowski', 'player_number': '69'}]","[{'player_name': ' Sanabria', 'player_number': '9'}, {'player_name': ' Vlašić', 'player_number': '16'}, {'player_name': ' Miranchuk', 'player_number': '59'}, {'player_name': ' Vojvoda', 'player_number': '27'}, {'player_name': ' Ilić', 'player_number': '8'}, {'player_name': ' Ricci', 'player_number': '28'}, {'player_name': ' Singo', 'player_number': '17'}, {'player_name': ' Rodríguez', 'player_number': '13'}, {'player_name': ' Buongiorno', 'player_number': '4'}, {'player_name': ' Schuurs', 'player_number': '3'}, {'player_name': ' Milinković-Savić', 'player_number': '32'}]","['Gyasi', 'Nzola', 'Reca', 'Ekdal', 'Esposito', 'Bourabia', 'Amian', 'Nikolaou', 'Ampadu', 'Wisniewski', 'Drągowski']","['11', '18', '13', '8', '25', '6', '27', '43', '4', '55', '69']","['Sanabria', 'Vlašić', 'Miranchuk', 'Vojvoda', 'Ilić', 'Ricci', 'Singo', 'Rodríguez', 'Buongiorno', 'Schuurs', 'Milinković-Savić']","['9', '16', '59', '27', '8', '28', '17', '13', '4', '3', '32']"
20,Matchday 37,26/05/2023,False,False,False,Sampdoria,Sassuolo,2,2,0.47,0.53,17,22,3,8,0.56,0.44,0.25,0.06,0.69,20880,Luigi Ferraris,"[{'player_name': ' Quagliarella', 'player_number': '27'}, {'player_name': ' Gabbiadini', 'player_number': '23'}, {'player_name': ' Léris', 'player_number': '37'}, {'player_name': ' Augello', 'player_number': '3'}, {'player_name': ' Rincon', 'player_number': '8'}, {'player_name': ' Winks', 'player_number': '20'}, {'player_name': ' Zanoli', 'player_number': '59'}, {'player_name': ' Amione', 'player_number': '2'}, {'player_name': ' Nuytinck', 'player_number': '17'}, {'player_name': ' Oikonomou', 'player_number': '5'}, {'player_name': ' Turk', 'player_number': '22'}]","[{'player_name': ' Ceïde', 'player_number': '15'}, {'player_name': ' Pinamonti', 'player_number': '9'}, {'player_name': ' Berardi', 'player_number': '10'}, {'player_name': ' de Souza', 'player_number': '7'}, {'player_name': ' Thorstvedt', 'player_number': '42'}, {'player_name': ' Obiang', 'player_number': '14'}, {'player_name': ' Rogério', 'player_number': '6'}, {'player_name': ' Ferrari', 'player_number': '13'}, {'player_name': ' Erlić', 'player_number': '28'}, {'player_name': ' Zortea', 'player_number': '21'}, {'player_name': ' Consigli', 'player_number': '47'}]","['Quagliarella', 'Gabbiadini', 'Léris', 'Augello', 'Rincon', 'Winks', 'Zanoli', 'Amione', 'Nuytinck', 'Oikonomou', 'Turk']","['27', '23', '37', '3', '8', '20', '59', '2', '17', '5', '22']","['Ceïde', 'Pinamonti', 'Berardi', 'de Souza', 'Thorstvedt', 'Obiang', 'Rogério', 'Ferrari', 'Erlić', 'Zortea', 'Consigli']","['15', '9', '10', '7', '42', '14', '6', '13', '28', '21', '47']"
21,Matchday 36,22/05/2023,False,False,False,Empoli,Juventus,4,1,0.39,0.61,14,19,7,4,0.49,0.51,0.18,0.03,0.79,105218,Carlo Castellani,"[{'player_name': ' Caputo', 'player_number': '19'}, {'player_name': ' Cambiaghi', 'player_number': '28'}, {'player_name': ' Fazzini', 'player_number': '21'}, {'player_name': ' Akpa', 'player_number': '11'}, {'player_name': ' Bandinelli', 'player_number': '25'}, {'player_name': ' Grassi', 'player_number': '5'}, {'player_name': ' Parisi', 'player_number': '65'}, {'player_name': ' Luperto', 'player_number': '33'}, {'player_name': ' Ismajli', 'player_number': '34'}, {'player_name': ' Ebuehi', 'player_number': '24'}, {'player_name': ' Vicario', 'player_number': '13'}]","[{'player_name': ' Vlahović', 'player_number': '9'}, {'player_name': ' Milik', 'player_number': '14'}, {'player_name': ' Kostić', 'player_number': '17'}, {'player_name': ' Rabiot', 'player_number': '25'}, {'player_name': ' Locatelli', 'player_number': '5'}, {'player_name': ' Miretti', 'player_number': '20'}, {'player_name': ' Barbieri', 'player_number': '42'}, {'player_name': ' Alex Sandro', 'player_number': '12'}, {'player_name': ' Bremer', 'player_number': '3'}, {'player_name': ' Gatti', 'player_number': '15'}, {'player_name': ' Szczęsny', 'player_number': '1'}]","['Caputo', 'Cambiaghi', 'Fazzini', 'Akpa', 'Bandinelli', 'Grassi', 'Parisi', 'Luperto', 'Ismajli', 'Ebuehi', 'Vicario']","['19', '28', '21', '11', '25', '5', '65', '33', '34', '24', '13']","['Vlahović', 'Milik', 'Kostić', 'Rabiot', 'Locatelli', 'Miretti', 'Barbieri', 'Alex Sandro', 'Bremer', 'Gatti', 'Szczęsny']","['9', '14', '17', '25', '5', '20', '42', '12', '3', '15', '1']"
22,Matchday 36,22/05/2023,False,False,False,Roma,Salernitana,2,2,0.59,0.41,22,8,5,3,0.58,0.42,0.76,0.05,0.19,53578,Olimpico,"[{'player_name': ' Belotti', 'player_number': '11'}, {'player_name': ' Wijnaldum', 'player_number': '25'}, {'player_name': ' Solbakken', 'player_number': '18'}, {'player_name': ' El Shaarawy', 'player_number': '92'}, {'player_name': ' Tahirovic', 'player_number': '68'}, {'player_name': ' Camara', 'player_number': '20'}, {'player_name': ' Zalewski', 'player_number': '59'}, {'player_name': ' Ibañez', 'player_number': '3'}, {'player_name': ' Smalling', 'player_number': '6'}, {'player_name': ' Bove', 'player_number': '52'}, {'player_name': ' Patrício', 'player_number': '1'}]","[{'player_name': ' Piątek', 'player_number': '99'}, {'player_name': ' Dia', 'player_number': '29'}, {'player_name': ' Candreva', 'player_number': '87'}, {'player_name': ' Bradaric', 'player_number': '3'}, {'player_name': ' Coulibaly', 'player_number': '18'}, {'player_name': ' Bohinen', 'player_number': '8'}, {'player_name': ' Kastanos', 'player_number': '20'}, {'player_name': ' Pirola', 'player_number': '98'}, {'player_name': ' Gyomber', 'player_number': '23'}, {'player_name': ' Daniliuc', 'player_number': '5'}, {'player_name': ' Ochoa', 'player_number': '13'}]","['Belotti', 'Wijnaldum', 'Solbakken', 'El Shaarawy', 'Tahirovic', 'Camara', 'Zalewski', 'Ibañez', 'Smalling', 'Bove', 'Patrício']","['11', '25', '18', '92', '68', '20', '59', '3', '6', '52', '1']","['Piątek', 'Dia', 'Candreva', 'Bradaric', 'Coulibaly', 'Bohinen', 'Kastanos', 'Pirola', 'Gyomber', 'Daniliuc', 'Ochoa']","['99', '29', '87', '3', '18', '8', '20', '98', '23', '5', '13']"
23,Matchday 36,21/05/2023,False,False,False,Udinese,Lazio,0,1,0.39,0.61,12,14,2,4,0.44,0.56,0.27,0.06,0.67,27337,Dacia Arena,"[{'player_name': ' Beto', 'player_number': '9'}, {'player_name': ' Samardzic', 'player_number': '24'}, {'player_name': ' Udogie', 'player_number': '13'}, {'player_name': ' Lovric', 'player_number': '4'}, {'player_name': ' Walace', 'player_number': '11'}, {'player_name': ' Arslan', 'player_number': '5'}, {'player_name': ' Pereyra', 'player_number': '37'}, {'player_name': ' Masina', 'player_number': '3'}, {'player_name': ' Bijol', 'player_number': '29'}, {'player_name': ' Pérez', 'player_number': '18'}, {'player_name': ' Silvestri', 'player_number': '1'}]","[{'player_name': ' Zaccagni', 'player_number': '20'}, {'player_name': ' Immobile', 'player_number': '17'}, {'player_name': ' Anderson', 'player_number': '7'}, {'player_name': ' Alberto', 'player_number': '10'}, {'player_name': ' Vecino', 'player_number': '5'}, {'player_name': ' Milinković-Savić', 'player_number': '21'}, {'player_name': ' Hysaj', 'player_number': '23'}, {'player_name': ' Romagnoli', 'player_number': '13'}, {'player_name': ' Casale', 'player_number': '15'}, {'player_name': ' Lazzari', 'player_number': '29'}, {'player_name': ' Provedel', 'player_number': '94'}]","['Beto', 'Samardzic', 'Udogie', 'Lovric', 'Walace', 'Arslan', 'Pereyra', 'Masina', 'Bijol', 'Pérez', 'Silvestri']","['9', '24', '13', '4', '11', '5', '37', '3', '29', '18', '1']","['Zaccagni', 'Immobile', 'Anderson', 'Alberto', 'Vecino', 'Milinković-Savić', 'Hysaj', 'Romagnoli', 'Casale', 'Lazzari', 'Provedel']","['20', '17', '7', '10', '5', '21', '23', '13', '15', '29', '94']"
24,Matchday 36,21/05/2023,False,False,False,Napoli,Inter,3,1,0.71,0.29,22,6,9,2,0.55,0.45,0.5,0.06,0.44,122464,Diego Armando Maradona,"[{'player_name': ' Kvaratskhelia', 'player_number': '77'}, {'player_name': ' Osimhen', 'player_number': '9'}, {'player_name': ' Elmas', 'player_number': '7'}, {'player_name': ' Zieliński', 'player_number': '20'}, {'player_name': ' Lobotka', 'player_number': '68'}, {'player_name': ' Zambo Anguissa', 'player_number': '99'}, {'player_name': ' Olivera', 'player_number': '17'}, {'player_name': ' Kim Min-jae', 'player_number': '3'}, {'player_name': ' Rrahmani', 'player_number': '13'}, {'player_name': ' Di Lorenzo', 'player_number': '22'}, {'player_name': ' Meret', 'player_number': '1'}]","[{'player_name': ' Correa', 'player_number': '11'}, {'player_name': ' Lukaku', 'player_number': '90'}, {'player_name': ' Gosens', 'player_number': '8'}, {'player_name': ' Gagliardini', 'player_number': '5'}, {'player_name': ' Asllani', 'player_number': '14'}, {'player_name': ' Barella', 'player_number': '23'}, {'player_name': ' Bellanova', 'player_number': '12'}, {'player_name': ' Bastoni', 'player_number': '95'}, {'player_name': ' De Vrij', 'player_number': '6'}, {'player_name': "" D'Ambrosio"", 'player_number': '33'}, {'player_name': ' Onana', 'player_number': '24'}]","['Kvaratskhelia', 'Osimhen', 'Elmas', 'Zieliński', 'Lobotka', 'Zambo Anguissa', 'Olivera', 'Kim Min-jae', 'Rrahmani', 'Di Lorenzo', 'Meret']","['77', '9', '7', '20', '68', '99', '17', '3', '13', '22', '1']","['Correa', 'Lukaku', 'Gosens', 'Gagliardini', 'Asllani', 'Barella', 'Bellanova', 'Bastoni', 'De Vrij', ""D'Ambrosio"", 'Onana']","['11', '90', '8', '5', '14', '23', '12', '95', '6', '33', '24']"
25,Matchday 36,21/05/2023,False,False,False,Torino,Fiorentina,1,1,0.57,0.43,10,8,4,1,0.53,0.47,0.32,0.08,0.6,17892,Olimpico Grande Torino,"[{'player_name': ' Sanabria', 'player_number': '9'}, {'player_name': ' Karamoh', 'player_number': '7'}, {'player_name': ' Vlašić', 'player_number': '16'}, {'player_name': ' Rodríguez', 'player_number': '13'}, {'player_name': ' Ilić', 'player_number': '8'}, {'player_name': ' Ricci', 'player_number': '28'}, {'player_name': ' Singo', 'player_number': '17'}, {'player_name': ' Buongiorno', 'player_number': '4'}, {'player_name': ' Schuurs', 'player_number': '3'}, {'player_name': ' Djidji', 'player_number': '26'}, {'player_name': ' Milinković-Savić', 'player_number': '32'}]","[{'player_name': ' Kouamé', 'player_number': '99'}, {'player_name': ' Sottil', 'player_number': '33'}, {'player_name': ' Barák', 'player_number': '72'}, {'player_name': ' Saponara', 'player_number': '8'}, {'player_name': ' Duncan', 'player_number': '32'}, {'player_name': ' Mandragora', 'player_number': '38'}, {'player_name': ' Terzic', 'player_number': '15'}, {'player_name': ' Igor', 'player_number': '98'}, {'player_name': ' Martínez Quarta', 'player_number': '28'}, {'player_name': ' Venuti', 'player_number': '23'}, {'player_name': ' Cerofolini', 'player_number': '31'}]","['Sanabria', 'Karamoh', 'Vlašić', 'Rodríguez', 'Ilić', 'Ricci', 'Singo', 'Buongiorno', 'Schuurs', 'Djidji', 'Milinković-Savić']","['9', '7', '16', '13', '8', '28', '17', '4', '3', '26', '32']","['Kouamé', 'Sottil', 'Barák', 'Saponara', 'Duncan', 'Mandragora', 'Terzic', 'Igor', 'Martínez Quarta', 'Venuti', 'Cerofolini']","['99', '33', '72', '8', '32', '38', '15', '98', '28', '23', '31']"
26,Matchday 36,21/05/2023,False,False,False,Lecce,Spezia,0,0,0.39,0.61,6,14,1,0,0.46,0.54,0.59,0.09,0.32,14924,Via Del Mare,"[{'player_name': ' Di Francesco', 'player_number': '11'}, {'player_name': ' Colombo', 'player_number': '9'}, {'player_name': ' Strefezza', 'player_number': '27'}, {'player_name': ' Oudin', 'player_number': '28'}, {'player_name': ' Blin', 'player_number': '29'}, {'player_name': ' Gonzàlez', 'player_number': '16'}, {'player_name': ' Gallo', 'player_number': '25'}, {'player_name': ' Umtiti', 'player_number': '93'}, {'player_name': ' Baschirotto', 'player_number': '6'}, {'player_name': ' Gendrey', 'player_number': '17'}, {'player_name': ' Falcone', 'player_number': '30'}]","[{'player_name': ' Nzola', 'player_number': '18'}, {'player_name': ' Shomurodov', 'player_number': '14'}, {'player_name': ' Reca', 'player_number': '13'}, {'player_name': ' Bourabia', 'player_number': '6'}, {'player_name': ' Esposito', 'player_number': '25'}, {'player_name': ' Ekdal', 'player_number': '8'}, {'player_name': ' Gyasi', 'player_number': '11'}, {'player_name': ' Nikolaou', 'player_number': '43'}, {'player_name': ' Ampadu', 'player_number': '4'}, {'player_name': ' Wisniewski', 'player_number': '55'}, {'player_name': ' Drągowski', 'player_number': '69'}]","['Di Francesco', 'Colombo', 'Strefezza', 'Oudin', 'Blin', 'Gonzàlez', 'Gallo', 'Umtiti', 'Baschirotto', 'Gendrey', 'Falcone']","['11', '9', '27', '28', '29', '16', '25', '93', '6', '17', '30']","['Nzola', 'Shomurodov', 'Reca', 'Bourabia', 'Esposito', 'Ekdal', 'Gyasi', 'Nikolaou', 'Ampadu', 'Wisniewski', 'Drągowski']","['18', '14', '13', '6', '25', '8', '11', '43', '4', '55', '69']"
27,Matchday 36,20/05/2023,False,False,False,Milan,Sampdoria,5,1,0.63,0.37,19,6,9,3,0.51,0.49,0.84,0.03,0.13,68950,Giuseppe Meazza,"[{'player_name': ' Giroud', 'player_number': '9'}, {'player_name': ' Leão', 'player_number': '17'}, {'player_name': ' Diaz', 'player_number': '10'}, {'player_name': ' Messias', 'player_number': '30'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Krunic', 'player_number': '33'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tomori', 'player_number': '23'}, {'player_name': ' Thiaw', 'player_number': '28'}, {'player_name': ' Calabria', 'player_number': '2'}, {'player_name': ' Maignan', 'player_number': '16'}]","[{'player_name': ' Quagliarella', 'player_number': '27'}, {'player_name': ' Gabbiadini', 'player_number': '23'}, {'player_name': ' Đuričić', 'player_number': '7'}, {'player_name': ' Winks', 'player_number': '20'}, {'player_name': ' Léris', 'player_number': '37'}, {'player_name': ' Rincon', 'player_number': '8'}, {'player_name': ' Augello', 'player_number': '3'}, {'player_name': ' Nuytinck', 'player_number': '17'}, {'player_name': ' Günter', 'player_number': '4'}, {'player_name': ' Zanoli', 'player_number': '59'}, {'player_name': ' Ravaglia', 'player_number': '30'}]","['Giroud', 'Leão', 'Diaz', 'Messias', 'Tonali', 'Krunic', 'Hernandez', 'Tomori', 'Thiaw', 'Calabria', 'Maignan']","['9', '17', '10', '30', '8', '33', '19', '23', '28', '2', '16']","['Quagliarella', 'Gabbiadini', 'Đuričić', 'Winks', 'Léris', 'Rincon', 'Augello', 'Nuytinck', 'Günter', 'Zanoli', 'Ravaglia']","['27', '23', '7', '20', '37', '8', '3', '17', '4', '59', '30']"
